Case 1: FRENCH
Case 2: RUSSIAN
Case 3: FRENCH
Case 4: RUSSIAN
Case 5: RUSSIAN
Case 6: FRENCH
Case 7: GERMAN
Case 8: GERMAN
Case 9: SPANISH
Case 10: ENGLISH
Case 11: UNKNOWN
Case 12: GERMAN
Case 13: SPANISH
Case 14: UNKNOWN
Case 15: ENGLISH
Case 16: UNKNOWN
Case 17: ENGLISH
Case 18: RUSSIAN
Case 19: FRENCH
Case 20: ENGLISH
Case 21: FRENCH
Case 22: ENGLISH
Case 23: ITALIAN
Case 24: GERMAN
Case 25: ENGLISH
Case 26: ITALIAN
Case 27: UNKNOWN
Case 28: ENGLISH
Case 29: ITALIAN
Case 30: SPANISH
Case 31: FRENCH
Case 32: ITALIAN
Case 33: RUSSIAN
Case 34: ENGLISH
Case 35: FRENCH
Case 36: UNKNOWN
Case 37: ENGLISH
Case 38: FRENCH
Case 39: UNKNOWN
Case 40: RUSSIAN
Case 41: UNKNOWN
Case 42: RUSSIAN
Case 43: FRENCH
Case 44: RUSSIAN
Case 45: ENGLISH
Case 46: GERMAN
Case 47: SPANISH
Case 48: SPANISH
Case 49: SPANISH
Case 50: UNKNOWN
Case 51: ITALIAN
Case 52: ENGLISH
Case 53: ENGLISH
Case 54: UNKNOWN
Case 55: FRENCH
Case 56: SPANISH
Case 57: GERMAN
Case 58: ITALIAN
Case 59: FRENCH
Case 60: RUSSIAN
Case 61: SPANISH
Case 62: SPANISH
Case 63: ITALIAN
Case 64: UNKNOWN
Case 65: GERMAN
Case 66: ITALIAN
Case 67: ITALIAN
Case 68: GERMAN
Case 69: SPANISH
Case 70: UNKNOWN
Case 71: ENGLISH
Case 72: GERMAN
Case 73: ENGLISH
Case 74: ITALIAN
Case 75: ITALIAN
Case 76: SPANISH
Case 77: GERMAN
Case 78: UNKNOWN
Case 79: ITALIAN
Case 80: ENGLISH
Case 81: SPANISH
Case 82: GERMAN
Case 83: ENGLISH
Case 84: ITALIAN
Case 85: GERMAN
Case 86: ITALIAN
Case 87: RUSSIAN
Case 88: GERMAN
Case 89: FRENCH
Case 90: GERMAN
Case 91: UNKNOWN
Case 92: SPANISH
Case 93: RUSSIAN
Case 94: UNKNOWN
Case 95: SPANISH
Case 96: ITALIAN
Case 97: ITALIAN
Case 98: UNKNOWN
Case 99: SPANISH
Case 100: SPANISH
Case 101: ENGLISH
Case 102: GERMAN
Case 103: ITALIAN
Case 104: UNKNOWN
Case 105: ITALIAN
Case 106: RUSSIAN
Case 107: FRENCH
Case 108: ITALIAN
Case 109: GERMAN
Case 110: UNKNOWN
Case 111: ITALIAN
Case 112: ITALIAN
Case 113: SPANISH
Case 114: ITALIAN
Case 115: ENGLISH
Case 116: ENGLISH
Case 117: FRENCH
Case 118: FRENCH
Case 119: UNKNOWN
Case 120: ENGLISH
Case 121: RUSSIAN
Case 122: ENGLISH
Case 123: ITALIAN
Case 124: ITALIAN
Case 125: ENGLISH
Case 126: ITALIAN
Case 127: SPANISH
Case 128: SPANISH
Case 129: SPANISH
Case 130: FRENCH
Case 131: SPANISH
Case 132: ENGLISH
Case 133: ITALIAN
Case 134: SPANISH
Case 135: SPANISH
Case 136: ENGLISH
Case 137: GERMAN
Case 138: SPANISH
Case 139: ENGLISH
Case 140: SPANISH
Case 141: UNKNOWN
Case 142: GERMAN
Case 143: SPANISH
Case 144: ITALIAN
Case 145: ITALIAN
Case 146: ENGLISH
Case 147: UNKNOWN
Case 148: SPANISH
Case 149: UNKNOWN
Case 150: GERMAN
Case 151: UNKNOWN
Case 152: UNKNOWN
Case 153: SPANISH
Case 154: ENGLISH
Case 155: SPANISH
Case 156: ITALIAN
Case 157: UNKNOWN
Case 158: FRENCH
Case 159: ENGLISH
Case 160: SPANISH
Case 161: UNKNOWN
Case 162: UNKNOWN
Case 163: ITALIAN
Case 164: ITALIAN
Case 165: UNKNOWN
Case 166: GERMAN
Case 167: GERMAN
Case 168: ENGLISH
Case 169: RUSSIAN
Case 170: ITALIAN
Case 171: FRENCH
Case 172: RUSSIAN
Case 173: SPANISH
Case 174: UNKNOWN
Case 175: ITALIAN
Case 176: FRENCH
Case 177: RUSSIAN
Case 178: GERMAN
Case 179: SPANISH
Case 180: FRENCH
Case 181: GERMAN
Case 182: FRENCH
Case 183: ITALIAN
Case 184: UNKNOWN
Case 185: ITALIAN
Case 186: UNKNOWN
Case 187: GERMAN
Case 188: SPANISH
Case 189: SPANISH
Case 190: ITALIAN
Case 191: FRENCH
Case 192: SPANISH
Case 193: ITALIAN
Case 194: UNKNOWN
Case 195: UNKNOWN
Case 196: GERMAN
Case 197: ITALIAN
Case 198: RUSSIAN
Case 199: GERMAN
Case 200: UNKNOWN
Case 201: FRENCH
Case 202: RUSSIAN
Case 203: ENGLISH
Case 204: UNKNOWN
Case 205: GERMAN
Case 206: FRENCH
Case 207: SPANISH
Case 208: ITALIAN
Case 209: ENGLISH
Case 210: UNKNOWN
Case 211: RUSSIAN
Case 212: ITALIAN
Case 213: ITALIAN
Case 214: RUSSIAN
Case 215: FRENCH
Case 216: RUSSIAN
Case 217: ENGLISH
Case 218: ITALIAN
Case 219: SPANISH
Case 220: FRENCH
Case 221: UNKNOWN
Case 222: RUSSIAN
Case 223: RUSSIAN
Case 224: UNKNOWN
Case 225: FRENCH
Case 226: ENGLISH
Case 227: RUSSIAN
Case 228: UNKNOWN
Case 229: RUSSIAN
Case 230: RUSSIAN
Case 231: UNKNOWN
Case 232: SPANISH
Case 233: ITALIAN
Case 234: SPANISH
Case 235: FRENCH
Case 236: ITALIAN
Case 237: SPANISH
Case 238: GERMAN
Case 239: ITALIAN
Case 240: RUSSIAN
Case 241: GERMAN
Case 242: ITALIAN
Case 243: FRENCH
Case 244: ITALIAN
Case 245: SPANISH
Case 246: ITALIAN
Case 247: RUSSIAN
Case 248: GERMAN
Case 249: ENGLISH
Case 250: FRENCH
Case 251: FRENCH
Case 252: GERMAN
Case 253: ENGLISH
Case 254: SPANISH
Case 255: RUSSIAN
Case 256: ITALIAN
Case 257: UNKNOWN
Case 258: GERMAN
Case 259: SPANISH
Case 260: GERMAN
Case 261: FRENCH
Case 262: UNKNOWN
Case 263: FRENCH
Case 264: RUSSIAN
Case 265: FRENCH
Case 266: ENGLISH
Case 267: ITALIAN
Case 268: ENGLISH
Case 269: SPANISH
Case 270: FRENCH
Case 271: ENGLISH
Case 272: ITALIAN
Case 273: ITALIAN
Case 274: ENGLISH
Case 275: UNKNOWN
Case 276: UNKNOWN
Case 277: UNKNOWN
Case 278: SPANISH
Case 279: ENGLISH
Case 280: ENGLISH
Case 281: SPANISH
Case 282: RUSSIAN
Case 283: ITALIAN
Case 284: SPANISH
Case 285: ITALIAN
Case 286: SPANISH
Case 287: FRENCH
Case 288: UNKNOWN
Case 289: RUSSIAN
Case 290: ENGLISH
Case 291: RUSSIAN
Case 292: FRENCH
Case 293: RUSSIAN
Case 294: ITALIAN
Case 295: ITALIAN
Case 296: UNKNOWN
Case 297: ITALIAN
Case 298: RUSSIAN
Case 299: ITALIAN
Case 300: ENGLISH
Case 301: ITALIAN
Case 302: ITALIAN
Case 303: SPANISH
Case 304: GERMAN
Case 305: RUSSIAN
Case 306: FRENCH
Case 307: RUSSIAN
Case 308: RUSSIAN
Case 309: FRENCH
Case 310: UNKNOWN
Case 311: FRENCH
Case 312: ENGLISH
Case 313: ENGLISH
Case 314: RUSSIAN
Case 315: SPANISH
Case 316: SPANISH
Case 317: SPANISH
Case 318: SPANISH
Case 319: FRENCH
Case 320: ITALIAN
Case 321: ENGLISH
Case 322: ENGLISH
Case 323: ITALIAN
Case 324: ITALIAN
Case 325: SPANISH
Case 326: UNKNOWN
Case 327: UNKNOWN
Case 328: GERMAN
Case 329: GERMAN
Case 330: FRENCH
Case 331: UNKNOWN
Case 332: FRENCH
Case 333: FRENCH
Case 334: RUSSIAN
Case 335: GERMAN
Case 336: SPANISH
Case 337: FRENCH
Case 338: GERMAN
Case 339: ITALIAN
Case 340: ENGLISH
Case 341: SPANISH
Case 342: FRENCH
Case 343: SPANISH
Case 344: ENGLISH
Case 345: GERMAN
Case 346: SPANISH
Case 347: RUSSIAN
Case 348: UNKNOWN
Case 349: ITALIAN
Case 350: ITALIAN
Case 351: RUSSIAN
Case 352: UNKNOWN
Case 353: ENGLISH
Case 354: ITALIAN
Case 355: ENGLISH
Case 356: ENGLISH
Case 357: UNKNOWN
Case 358: SPANISH
Case 359: FRENCH
Case 360: SPANISH
Case 361: UNKNOWN
Case 362: FRENCH
Case 363: RUSSIAN
Case 364: UNKNOWN
Case 365: ITALIAN
Case 366: SPANISH
Case 367: SPANISH
Case 368: RUSSIAN
Case 369: RUSSIAN
Case 370: RUSSIAN
Case 371: SPANISH
Case 372: RUSSIAN
Case 373: ENGLISH
Case 374: RUSSIAN
Case 375: SPANISH
Case 376: ITALIAN
Case 377: ENGLISH
Case 378: UNKNOWN
Case 379: ITALIAN
Case 380: GERMAN
Case 381: ENGLISH
Case 382: FRENCH
Case 383: GERMAN
Case 384: ITALIAN
Case 385: RUSSIAN
Case 386: FRENCH
Case 387: ENGLISH
Case 388: ENGLISH
Case 389: ENGLISH
Case 390: ITALIAN
Case 391: FRENCH
Case 392: ENGLISH
Case 393: GERMAN
Case 394: GERMAN
Case 395: SPANISH
Case 396: ITALIAN
Case 397: UNKNOWN
Case 398: ITALIAN
Case 399: FRENCH
Case 400: UNKNOWN
Case 401: UNKNOWN
Case 402: RUSSIAN
Case 403: SPANISH
Case 404: SPANISH
Case 405: RUSSIAN
Case 406: SPANISH
Case 407: RUSSIAN
Case 408: ITALIAN
Case 409: FRENCH
Case 410: ENGLISH
Case 411: UNKNOWN
Case 412: ENGLISH
Case 413: GERMAN
Case 414: RUSSIAN
Case 415: SPANISH
Case 416: RUSSIAN
Case 417: GERMAN
Case 418: SPANISH
Case 419: UNKNOWN
Case 420: FRENCH
Case 421: SPANISH
Case 422: FRENCH
Case 423: FRENCH
Case 424: SPANISH
Case 425: RUSSIAN
Case 426: ITALIAN
Case 427: FRENCH
Case 428: UNKNOWN
Case 429: UNKNOWN
Case 430: FRENCH
Case 431: FRENCH
Case 432: GERMAN
Case 433: ITALIAN
Case 434: FRENCH
Case 435: RUSSIAN
Case 436: ENGLISH
Case 437: GERMAN
Case 438: SPANISH
Case 439: UNKNOWN
Case 440: FRENCH
Case 441: GERMAN
Case 442: ENGLISH
Case 443: ENGLISH
Case 444: SPANISH
Case 445: ENGLISH
Case 446: GERMAN
Case 447: SPANISH
Case 448: GERMAN
Case 449: UNKNOWN
Case 450: RUSSIAN
Case 451: SPANISH
Case 452: RUSSIAN
Case 453: RUSSIAN
Case 454: FRENCH
Case 455: ITALIAN
Case 456: SPANISH
Case 457: GERMAN
Case 458: ITALIAN
Case 459: RUSSIAN
Case 460: UNKNOWN
Case 461: GERMAN
Case 462: ITALIAN
Case 463: RUSSIAN
Case 464: UNKNOWN
Case 465: UNKNOWN
Case 466: GERMAN
Case 467: SPANISH
Case 468: UNKNOWN
Case 469: SPANISH
Case 470: UNKNOWN
Case 471: UNKNOWN
Case 472: GERMAN
Case 473: SPANISH
Case 474: SPANISH
Case 475: UNKNOWN
Case 476: SPANISH
Case 477: SPANISH
Case 478: SPANISH
Case 479: ITALIAN
Case 480: ITALIAN
Case 481: UNKNOWN
Case 482: RUSSIAN
Case 483: FRENCH
Case 484: FRENCH
Case 485: GERMAN
Case 486: UNKNOWN
Case 487: ENGLISH
Case 488: ITALIAN
Case 489: RUSSIAN
Case 490: ITALIAN
Case 491: RUSSIAN
Case 492: FRENCH
Case 493: ITALIAN
Case 494: SPANISH
Case 495: ENGLISH
Case 496: UNKNOWN
Case 497: FRENCH
Case 498: RUSSIAN
Case 499: UNKNOWN
Case 500: ITALIAN
Case 501: GERMAN
Case 502: SPANISH
Case 503: ENGLISH
Case 504: UNKNOWN
Case 505: RUSSIAN
Case 506: ENGLISH
Case 507: FRENCH
Case 508: GERMAN
Case 509: ENGLISH
Case 510: ITALIAN
Case 511: SPANISH
Case 512: SPANISH
Case 513: FRENCH
Case 514: ENGLISH
Case 515: UNKNOWN
Case 516: ITALIAN
Case 517: ITALIAN
Case 518: ITALIAN
Case 519: ITALIAN
Case 520: SPANISH
Case 521: UNKNOWN
Case 522: ENGLISH
Case 523: RUSSIAN
Case 524: ENGLISH
Case 525: GERMAN
Case 526: UNKNOWN
Case 527: RUSSIAN
Case 528: ITALIAN
Case 529: RUSSIAN
Case 530: GERMAN
Case 531: SPANISH
Case 532: RUSSIAN
Case 533: SPANISH
Case 534: GERMAN
Case 535: RUSSIAN
Case 536: ITALIAN
Case 537: ITALIAN
Case 538: SPANISH
Case 539: RUSSIAN
Case 540: RUSSIAN
Case 541: SPANISH
Case 542: FRENCH
Case 543: FRENCH
Case 544: UNKNOWN
Case 545: GERMAN
Case 546: GERMAN
Case 547: GERMAN
Case 548: GERMAN
Case 549: UNKNOWN
Case 550: ENGLISH
Case 551: ENGLISH
Case 552: UNKNOWN
Case 553: FRENCH
Case 554: UNKNOWN
Case 555: ITALIAN
Case 556: FRENCH
Case 557: FRENCH
Case 558: FRENCH
Case 559: SPANISH
Case 560: ENGLISH
Case 561: ITALIAN
Case 562: SPANISH
Case 563: ENGLISH
Case 564: ITALIAN
